CCLE_ID	Aneuploidy_status	compound_name	converged	r2	ec50	ic50	slope	lower_asym	upper_asym	auc	offset	reversine	n_reps	avg_viability	r2	ec50	ic50	slope	lower_asym	upper_asym	auc	offset	reversine	n_reps	avg_viability
BT474_BREAST	TRUE	bortezumib	TRUE	0.285657854	0.096229754	NA	2.434523489	52.56369744	100	0.812827103	-0.000566481	0	2	94.10597283	0.534896633	0.060679911	0.117549418	2.661224354	57.5449688	139.013005	1.019849046	-0.001155023	0.254139035	2	118.8385574
EFM19_BREAST	TRUE	bortezumib	TRUE	0.686410153	0.160735845	0.186719022	3.40199996	19.96815273	100	0.737622392	-1.85E-06	0	2	78.44594264	0.541673054	0.038664279	0.058647986	4.685711256	42.97424128	100.1678715	0.708210793	-1.37E-06	0.254139035	2	75.80694771
JIMT1_BREAST	TRUE	bortezumib	TRUE	0.857155532	0.063322528	0.070684702	2.312825378	11.23026452	100	0.601441754	-0.00491777	0	3	56.45011757	0.542155366	0.033532773	NA	-3.910087345	103.6195435	188.6926817	1.488468792	-85.07307314	0.254139035	3	146.6102852
NCIH2023_LUNG	TRUE	bortezumib	TRUE	0.571325947	0.527441507	0.547691445	8.58179084	13.81257236	100	0.850621627	0	0	3	82.78590159	0.543882321	0.046204472	0.048629838	0.477044465	1.412599462	117.1770156	0.601380589	-15.4434625	0.254139035	3	63.63410902
TE9_OESOPHAGUS	TRUE	bortezumib	TRUE	0.210292808	0.046887961	0.063525465	2.283434034	25.00714587	100	0.63400469	-0.009344701	0	2	81.85441133	0.554518047	0.152999529	0.036231162	-0.741977536	80.17120599	244.204803	1.383424836	-160.4400888	0.254139035	2	148.2775277
HCC95_LUNG	TRUE	bortezumib	TRUE	0.330996204	0.013545372	0.021450828	2.731428575	35.75600655	100	0.582753337	-0.040749084	0	1	69.83165978	0.581104925	0.016816786	0.017476705	6.8023027	36.11007148	313.5131891	1.411428281	-6.94E-07	0.254139035	1	115.9258712
BICR18_UPPER_AERODIGESTIVE_TRACT	TRUE	bortezumib	TRUE	0.933488967	0.02614206	0.02729054	5.001481123	9.674407844	100	0.490559603	-4.71E-06	0	3	51.35368159	0.607681529	0.008657162	0.016316738	1.699927118	9.520482349	28.87060601	0.152082057	-0.414775136	0.254139035	3	16.32696747
TE11_OESOPHAGUS	TRUE	bortezumib	TRUE	0.839289361	0.145688802	0.158665213	2.95507838	11.14311715	100	0.697322891	-2.76E-05	0	3	69.78233184	0.626095463	0.037136813	0.070706428	1.918848269	16.73133238	47.17439428	0.313948089	-0.024913051	0.254139035	3	29.77297132
SNU668_STOMACH	TRUE	bortezumib	TRUE	0.652602149	0.150759934	0.179310152	5.741872539	31.5286664	100	0.769822616	-1.27E-11	0	2	83.60541137	0.63758599	0.034140179	0.083418704	1.762411172	40.8635216	103.0741102	0.701506446	-0.105309518	0.254139035	2	76.59511969
RERFLCAD2_LUNG	TRUE	bortezumib	TRUE	0.370137598	0.161415966	0.176270675	6.637843494	22.12714326	100	0.745133627	-8.53E-14	0	3	77.52609068	0.675003747	0.012993428	0.015680391	0.88497466	15.57782557	203.3034405	0.825578103	-16.36580288	0.254139035	3	90.65340095
SNU308_BILIARY_TRACT	TRUE	bortezumib	TRUE	0.423813483	0.117604119	0.184065966	5.635334449	45.99492848	100	0.801011865	-7.02E-11	0	2	96.36300161	0.677725591	0.018375095	0.022762526	6.151151956	50.93076004	139.1391563	0.853454475	-8.52E-07	0.254139035	2	90.14766996
SNU410_PANCREAS	TRUE	bortezumib	TRUE	0.583798623	0.085161873	0.11193207	3.039103664	28.21286911	100	0.705359797	-7.44E-05	0	3	68.53522246	0.678445973	0.003552041	0.00489571	0.694748453	24.82784872	248.5195818	0.775604293	-62.71272652	0.254139035	3	87.07740972
CAL78_BONE	TRUE	bortezumib	TRUE	0.527921083	0.143806707	0.169157379	5.129948737	28.26057528	100	0.754431557	-3.87E-10	0	2	80.7982522	0.681817765	0.035236659	0.043142801	4.221097793	35.41266252	123.2834678	0.771351355	-1.78E-05	0.254139035	2	81.08667474
TT_OESOPHAGUS	TRUE	bortezumib	TRUE	0.533120799	0.07095849	0.073885171	3.731750641	7.000153459	100	0.596232712	-8.24E-06	0	3	65.60211411	0.686778179	0.037028417	0.042293419	4.879664532	8.322746532	34.87490546	0.211013875	-3.81E-07	0.254139035	3	21.90849793
KNS62_LUNG	TRUE	bortezumib	TRUE	0.674201329	0.131267897	0.150927755	1.964264175	11.98851805	100	0.688017928	-0.005100811	0	3	70.99478526	0.691285297	0.019799237	0.027375008	0.714423548	14.66348873	141.9307821	0.671525803	-12.73075646	0.254139035	3	68.92052686
NCIH1623_LUNG	TRUE	bortezumib	TRUE	0.675140979	0.075163646	0.129468241	3.998649982	44.31582848	100	0.762410888	-1.23E-06	0	2	78.42091251	0.691549139	0.02335929	0.079266919	1.236776871	50.28179199	129.0370735	0.83581626	-1.405938114	0.254139035	2	84.41239076
RDES_BONE	TRUE	bortezumib	TRUE	0.654530418	0.03242203	0.041841278	4.33701591	33.45824642	100	0.643330147	-1.27E-05	0	2	75.51661894	0.692857469	0.014934323	0.016115839	7.042636894	31.46157031	151.6036036	0.750961419	-3.44E-07	0.254139035	2	81.38616233
LI7_LIVER	TRUE	bortezumib	TRUE	0.233666881	0.070899147	0.07495044	5.053199725	12.24102196	100	0.618891056	-2.49E-08	0	3	72.76658315	0.698274164	0.014706575	0.018098047	1.503588152	23.98443781	178.9718081	0.801607442	-2.343442433	0.254139035	3	78.18999089
GAMG_CENTRAL_NERVOUS_SYSTEM	TRUE	bortezumib	TRUE	0.522010253	0.017435386	0.020594419	1.50414739	11.07818364	100	0.452487773	-1.042794548	0	3	51.8366097	0.699801334	0.008049182	0.008392537	7.408180952	17.95635611	134.9318859	0.510392048	-1.18E-05	0.254139035	3	54.68071211
T24_URINARY_TRACT	TRUE	bortezumib	TRUE	0.586017218	0.127244241	0.132471769	12.08295018	19.26047024	100	0.710777049	0	0	3	81.39014223	0.705975161	0.021296338	0.024456974	2.268482119	13.7653104	102.1856895	0.499628997	-0.069969856	0.254139035	3	58.51733221
EFO21_OVARY	TRUE	bortezumib	TRUE	0.739499136	0.173665009	0.176609212	7.15433694	5.666095202	100	0.700231292	0	0	3	67.38665706	0.70828709	0.128323438	0.132748635	3.963001423	6.97621461	110.9764834	0.738359395	-3.22E-07	0.254139035	3	72.86017893
SNU685_ENDOMETRIUM	TRUE	bortezumib	TRUE	0.126848914	0.005837658	0.008504384	0.859239414	13.81182577	100	0.369154197	-14.56514754	0	3	42.62840091	0.709792499	0.002104357	0.002337803	1.568710596	18.62684622	244.8766528	0.476356073	-48.17528304	0.254139035	3	56.57187659
PK59_PANCREAS	TRUE	bortezumib	TRUE	0.297331691	0.147776728	0.161341492	12.3831252	33.14699585	100	0.773525461	0	0	3	78.00172321	0.711056868	0.046037137	0.134533489	1.012246748	36.38616627	109.8837827	0.738110597	-1.365703561	0.254139035	3	70.62613358
SNU46_UPPER_AERODIGESTIVE_TRACT	TRUE	bortezumib	TRUE	0.63428235	0.222406864	0.241342754	2.242432515	8.371106161	100	0.737918021	-0.000408939	0	3	83.18445682	0.713075254	0.124875143	0.101107092	0.690161268	-7.876954065	100.4276317	0.622299206	-3.52044237	0.254139035	3	55.17637656
ISTMES1_PLEURA	TRUE	bortezumib	TRUE	0.501134974	0.237292943	0.250767031	4.476786718	10.9526539	100	0.753175203	-1.39E-09	0	3	101.1109665	0.713255566	0.163746385	0.172929995	4.523475198	12.93074369	118.2335774	0.839657534	-6.78E-09	0.254139035	3	88.12419
KYSE180_OESOPHAGUS	TRUE	bortezumib	TRUE	0.768278022	0.016194672	0.023487738	1.713841468	23.56144664	100	0.521690245	-0.550768436	0	3	58.11782455	0.714863735	0.011222291	0.013339833	3.94735907	22.91304472	92.66177279	0.456535467	-0.003509382	0.254139035	3	47.6149219
WM1799_SKIN	TRUE	bortezumib	TRUE	0.715470072	0.08262031	0.086483351	5.350986827	10.84601448	100	0.630570042	-3.05E-09	0	3	64.22226743	0.723654548	0.04096192	0.061424413	1.484405966	13.06521899	57.81430495	0.351905375	-0.157833308	0.254139035	3	35.59918566
YD10B_UPPER_AERODIGESTIVE_TRACT	TRUE	bortezumib	TRUE	0.838764211	0.032228463	0.039722535	1.325816207	12.10434657	100	0.528588672	-0.774475283	0	3	51.56579766	0.73167179	0.011046201	0.014145573	4.179930064	19.01561151	59.02418506	0.319774835	-0.001200383	0.254139035	3	32.59721839
RPMI7951_SKIN	TRUE	bortezumib	TRUE	0.669009548	0.049147854	0.053552123	5.872607997	19.79454537	100	0.613477449	-5.53E-09	0	2	68.81901644	0.742418568	0.001992586	0.002387175	1.459272441	19.38762427	167.3053756	0.38035919	-35.93837725	0.254139035	2	46.56136692
647V_URINARY_TRACT	TRUE	bortezumib	TRUE	0.838209641	0.026581334	0.028536678	0.982147101	3.366962737	100	0.459846656	-3.406202199	0	3	46.80135808	0.748031344	0.008485377	0.009142949	3.252857859	7.393084614	68.59332402	0.251233703	-0.043584671	0.254139035	3	25.6643794
BEN_LUNG	TRUE	bortezumib	TRUE	0.793703214	0.075704172	0.078895068	9.359919786	16.02603031	100	0.642488566	0	0	3	67.887918	0.750662282	0.029881493	0.034025608	1.242381691	10.7012519	143.6327254	0.710766163	-1.724704405	0.254139035	3	64.79795396
PANC1_PANCREAS	TRUE	bortezumib	TRUE	0.540400312	0.029573465	0.049619301	0.696486659	15.13130272	100	0.540227874	-6.922951771	0	3	52.12443221	0.756406315	0.006989149	0.008813009	0.943281752	16.52708253	168.2553438	0.594178416	-19.42740495	0.254139035	3	59.72986184
EWS502_BONE	TRUE	bortezumib	TRUE	0.620440567	0.017882175	0.023289727	1.673224254	17.86506173	100	0.496613305	-0.563641984	0	2	62.3828782	0.756694412	0.016619264	0.019390549	4.147675664	22.56921945	95.52450139	0.500801046	-0.000435854	0.254139035	2	51.51668904
NCIH23_LUNG	TRUE	bortezumib	TRUE	0.762678882	0.022321614	0.023129077	6.080475685	9.716074403	100	0.472246582	-3.30E-07	0	3	60.6430739	0.761145498	0.021549461	0.022140228	8.353117079	8.887020999	87.89757309	0.413503707	-2.72E-10	0.254139035	3	38.6538359
PC3_PROSTATE	TRUE	bortezumib	TRUE	0.689711682	0.222137102	0.240751999	8.784793123	25.34233144	100	0.786655235	0	0	2	84.13275161	0.762466366	0.011324434	0.014026824	2.533189993	34.70930971	165.8793165	0.776410566	-0.223220107	0.254139035	2	79.44800141
COV644_OVARY	TRUE	bortezumib	TRUE	0.807849658	0.006634035	0.009105998	2.057993462	23.944861	100	0.436230889	-1.266863269	0	2	42.36669693	0.764186934	0.001399041	0.001584018	2.085476416	21.29814961	186.7003083	0.340009922	-48.26332505	0.254139035	2	51.39239515
NCIH1563_LUNG	TRUE	bortezumib	TRUE	0.65640694	0.26730227	0.264422891	1.278824981	-0.697329376	100	0.730902341	-0.07068998	0	3	84.16567739	0.770298309	0.028216685	0.028322085	0.681084855	0.227563406	179.4570944	0.814816395	-15.81049703	0.254139035	3	87.81991437
BHT101_THYROID	TRUE	bortezumib	TRUE	0.800897072	0.01733165	0.020239282	1.84704699	12.45416307	100	0.459707194	-0.380580233	0	3	46.66042233	0.781793016	0.002293668	0.002613448	1.191188469	14.28012717	198.3509155	0.420804673	-46.13062343	0.254139035	3	49.09372324
HCC1937_BREAST	TRUE	bortezumib	TRUE	0.70293378	0.139456114	0.143438648	11.90238157	14.23812864	100	0.703005993	0	0	3	75.7924008	0.783170755	0.011846592	0.013688625	1.100027145	11.73939229	159.7328903	0.619852689	-8.343647109	0.254139035	3	69.26172661
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	TRUE	bortezumib	TRUE	0.667925608	0.053422608	0.055678435	1.039673602	2.104418004	100	0.537813003	-1.405569969	0	3	47.71255756	0.784553684	0.008732079	0.010594404	0.992375184	7.641295959	87.54519226	0.320981876	-7.69366585	0.254139035	3	35.69789852
SKMEL30_SKIN	TRUE	bortezumib	TRUE	0.40258878	0.120671208	0.132488426	2.539377856	10.56002999	100	0.673405554	-0.000368955	0	3	77.20669394	0.794660324	0.010006781	0.013119758	0.777945184	12.65829101	133.2506232	0.527660167	-16.22519898	0.254139035	3	56.03041143
QGP1_PANCREAS	TRUE	bortezumib	TRUE	0.13765253	0.025908163	0.032888502	0.478802204	5.397159184	100	0.482316049	-15.87716352	0	3	52.98965959	0.795656742	0.008225728	0.009149196	3.735789175	20.7687518	126.6417635	0.510113026	-0.028889929	0.254139035	3	54.14496294
YD8_UPPER_AERODIGESTIVE_TRACT	TRUE	bortezumib	TRUE	0.629928894	0.119614485	0.129080861	1.747582484	6.231331307	100	0.656072557	-0.018751322	0	3	63.68387571	0.795775619	0.023122018	0.028466971	1.605424447	17.65746454	124.4149568	0.625406152	-0.594036088	0.254139035	3	68.7663563
SNU61_LARGE_INTESTINE	TRUE	bortezumib	TRUE	0.666031248	0.099464777	0.106408825	5.499171128	15.50163886	100	0.670249099	-5.34E-10	0	2	81.11117513	0.798633335	0.012658547	0.014806131	1.32019751	14.73741938	157.7138535	0.640057745	-4.318479113	0.254139035	2	66.73060978
NCIH1975_LUNG	TRUE	bortezumib	TRUE	0.815554256	0.043473284	0.048656782	3.833018349	17.53202978	100	0.589417548	-3.08E-05	0	3	57.93621386	0.802775505	0.013869772	0.017508504	2.16442789	16.16828674	81.64850808	0.393313251	-0.181532978	0.254139035	3	42.42053797
A498_KIDNEY	TRUE	bortezumib	TRUE	0.781200265	0.039238541	0.04830729	1.303846819	11.87297895	100	0.54962894	-0.65060696	0	3	56.54512503	0.805312332	0.007689237	0.008679232	2.057648766	14.53920291	131.8272235	0.471047679	-1.449239897	0.254139035	3	50.4310192
TEN_ENDOMETRIUM	TRUE	bortezumib	TRUE	0.71112714	0.17447582	0.182758435	9.479939367	17.78758177	100	0.739248191	0	0	3	77.81773657	0.812159976	0.074109658	0.079444386	1.856687019	5.877287182	97.0814359	0.579874256	-0.026064074	0.254139035	3	53.25757119
NCIH1651_LUNG	TRUE	bortezumib	TRUE	0.181685522	0.067554707	0.07542598	0.887167474	4.657503761	100	0.576255913	-2.05204438	0	3	59.5212442	0.813562666	0.001928792	0.002293185	0.5812009	12.71903572	265.8568772	0.645876966	-99.54242208	0.254139035	3	69.84658738
SKMEL5_SKIN	TRUE	bortezumib	TRUE	0.457188695	0.071294622	0.077431739	6.746807251	21.35727186	100	0.659048826	-1.35E-11	0	3	76.95701104	0.81968938	0.010081688	0.013935596	2.491213756	19.06754798	68.88953509	0.346233471	-0.125776483	0.254139035	3	34.52247666
TE10_OESOPHAGUS	TRUE	bortezumib	TRUE	0.729227568	0.088413852	0.09200575	4.911358926	8.882213895	100	0.630462626	-1.62E-08	0	3	68.95840776	0.821304022	0.018725212	0.01975467	2.860884022	10.28051119	144.8302892	0.631066904	-0.023849664	0.254139035	3	59.78811618
SNU840_OVARY	TRUE	bortezumib	TRUE	0.892002905	0.018951028	0.024008593	2.776490271	24.07431631	100	0.540023545	-0.016794821	0	3	55.58000223	0.829123367	0.017082042	0.01925399	5.503780362	15.28252635	63.34693878	0.33578902	-4.84E-06	0.254139035	3	35.18346106
NCIH747_LARGE_INTESTINE	TRUE	bortezumib	TRUE	0.701519734	0.025820453	0.027465398	5.763529698	14.974821	100	0.519085572	-3.70E-07	0	2	70.10825163	0.829555547	0.012130548	0.013071854	3.03676682	18.31221483	180.380002	0.727944678	-0.063117439	0.254139035	2	85.76469342
NCIH2073_LUNG	TRUE	bortezumib	TRUE	0.609271235	0.067772624	0.074451014	4.209295386	16.33628197	100	0.631768937	-1.13E-06	0	3	75.37087307	0.831687828	0.029562794	0.036204143	1.727536042	17.61882211	119.2958209	0.635889845	-0.250221438	0.254139035	3	63.70032076
SNU738_CENTRAL_NERVOUS_SYSTEM	TRUE	bortezumib	TRUE	0.742471737	0.140942925	0.143845776	9.297872137	8.633554056	100	0.684857271	0	0	3	71.54129398	0.833262241	0.029434917	0.033082624	2.053125524	15.58937006	146.1994161	0.745548562	-0.104753093	0.254139035	3	80.36843265
HCC1954_BREAST	TRUE	bortezumib	TRUE	0.755438512	0.031676953	0.034208594	2.305034115	8.120575667	100	0.504751264	-0.025962724	0	3	48.41870284	0.83507292	0.018875097	0.019716576	3.181926153	6.504474727	100.3902358	0.434622083	-0.006155523	0.254139035	3	45.61604433
UACC257_SKIN	TRUE	bortezumib	TRUE	0.619451271	0.095252425	0.097831369	5.913225582	7.306257167	100	0.633051146	-1.09E-10	0	3	83.91289744	0.835917184	0.038735289	0.041124917	3.318821201	7.610106611	84.47051498	0.450507889	-0.000306354	0.254139035	3	48.04548428
NCIH596_LUNG	TRUE	bortezumib	TRUE	0.694165786	0.071499402	0.077009674	5.280612192	16.21624896	100	0.637072688	-8.44E-09	0	3	62.53501608	0.836104999	0.00790568	0.009144138	2.204376393	19.54194356	142.4151569	0.540674493	-1.048973804	0.254139035	3	56.79235364
HCC44_LUNG	TRUE	bortezumib	TRUE	0.687083154	0.074044461	0.078548895	4.547766162	11.77643866	100	0.621853236	-1.85E-07	0	3	59.8118285	0.843206726	0.019129587	0.025219712	0.906430636	12.56710012	113.4161585	0.531202478	-6.024960604	0.254139035	3	53.38294843
CAKI1_KIDNEY	TRUE	bortezumib	TRUE	0.721484183	0.074693718	0.077335759	9.115796546	13.5787032	100	0.630559252	0	0	3	59.65938386	0.845383869	0.012134514	0.013224102	4.152007035	19.67408704	131.0551621	0.57119966	-0.002425236	0.254139035	3	61.77198493
HMC18_BREAST	TRUE	bortezumib	TRUE	0.738151052	0.035098527	0.039711895	1.66725764	9.303964269	100	0.523293649	-0.206766448	0	3	51.67786513	0.846421038	0.01086322	0.011472887	7.075148485	13.35009998	83.31994835	0.358667027	-1.74E-06	0.254139035	3	40.32825525
CAL12T_LUNG	TRUE	bortezumib	TRUE	0.219943192	0.338392506	0.356095044	4.505886045	10.26380405	100	0.792672807	-2.40E-10	0	3	112.6878366	0.849972831	0.190126016	0.199689256	6.630749511	18.44797802	132.8309982	0.978299832	-5.68E-14	0.254139035	3	100.7239453
SNU899_UPPER_AERODIGESTIVE_TRACT	TRUE	bortezumib	TRUE	0.315439908	0.094808097	0.101640118	15.33589652	32.80020307	100	0.733566045	0	0	3	106.8046809	0.853745898	0.017922071	0.021071606	5.407563509	31.39351655	107.6364263	0.608923551	-7.84E-06	0.254139035	3	59.86651654
SNU1077_ENDOMETRIUM	TRUE	bortezumib	TRUE	0.712379407	0.068961263	0.100978683	1.77132735	24.55544797	100	0.669533978	-0.035635985	0	2	67.11627072	0.857054338	0.018955529	0.035715666	1.02692808	32.463254	135.7606141	0.736427749	-4.397325484	0.254139035	2	81.19629618
OVCAR8_OVARY	TRUE	bortezumib	TRUE	0.744198777	0.123720836	0.126465898	5.19456862	5.386868153	100	0.657624645	-8.03E-10	0	3	68.37489621	0.858080006	0.031993399	0.033305725	3.036127415	4.846862914	84.36872726	0.416067243	-0.001633282	0.254139035	3	41.71083982
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	TRUE	bortezumib	TRUE	0.71517052	0.043301802	0.051061873	1.580786658	11.46988773	100	0.558774488	-0.198510629	0	3	60.62005333	0.858383037	0.018611834	0.020074177	4.991490934	15.29096182	97.25408376	0.474054808	-2.41E-05	0.254139035	3	49.03145824
KALS1_CENTRAL_NERVOUS_SYSTEM	TRUE	bortezumib	TRUE	0.579905877	0.022200563	0.024167646	3.158422215	11.76000248	100	0.483571897	-0.003720939	0	3	65.83369702	0.860368314	0.010839025	0.011772537	2.786656256	9.026344328	87.78614004	0.34352492	-0.080079965	0.254139035	3	35.96665888
NCIH2444_LUNG	TRUE	bortezumib	TRUE	0.789338382	0.044968632	0.048733588	2.739391294	9.884334608	100	0.555304635	-0.002091615	0	3	68.67009973	0.863166828	0.020370059	0.021107944	5.830933689	12.69942127	135.5516937	0.62277029	-1.70E-06	0.254139035	3	62.65451449
U118MG_CENTRAL_NERVOUS_SYSTEM	TRUE	bortezumib	TRUE	0.593991651	0.058723407	0.061611853	4.070670547	8.877056594	100	0.581956363	-3.99E-06	0	2	46.88002078	0.867091953	0.02023142	0.022046489	3.282223207	9.7687478	79.50986422	0.378512737	-0.002687741	0.254139035	2	39.59700909
S117_SOFT_TISSUE	TRUE	bortezumib	TRUE	0.70883768	0.022371011	0.023762577	5.037402592	13.10647769	100	0.492314908	-8.80E-06	0	3	53.87678207	0.873290991	0.017166248	0.019137203	2.46653688	9.786526117	83.23371492	0.377949324	-0.053032135	0.254139035	3	40.14119581
SNU1076_UPPER_AERODIGESTIVE_TRACT	TRUE	bortezumib	TRUE	0.482811612	0.018621232	0.020737777	1.529369878	7.590205335	100	0.438757003	-0.911446285	0	3	50.64806886	0.874224516	0.009114797	0.009455092	5.664496803	10.65297557	113.6372537	0.414437866	-0.000227192	0.254139035	3	46.34601925
NCIH1437_LUNG	TRUE	bortezumib	TRUE	0.859687095	0.035190796	0.047811482	0.840540412	11.3551649	100	0.536015374	-3.939535206	0	3	51.69426241	0.877066161	0.007615632	0.009797708	1.97579162	22.08017069	112.6170142	0.471234974	-1.353680521	0.254139035	3	51.10585428
NCIH2228_LUNG	TRUE	bortezumib	TRUE	0.699048841	0.094124108	0.102321198	3.558132479	12.85201589	100	0.653654292	-6.02E-06	0	3	68.4748495	0.877279199	0.01739406	0.021548486	1.177619429	13.4049293	120.2638781	0.546517041	-3.228871875	0.254139035	3	57.07182802
HCC1143_BREAST	TRUE	bortezumib	TRUE	0.52273995	0.036387936	0.042953825	1.24037545	9.29873838	100	0.527766126	-0.930700149	0	2	61.70101663	0.880678087	0.015714115	0.018397093	2.297579682	14.89753245	98.06184777	0.456592865	-0.120654608	0.254139035	2	51.57100847
COLO800_SKIN	TRUE	bortezumib	TRUE	0.812576201	0.02310874	0.023946466	5.87414781	9.437436027	100	0.474698908	-5.22E-07	0	3	63.10130725	0.882328975	0.006636736	0.007291597	1.905371651	9.202756284	112.1298514	0.358889307	-2.304624951	0.254139035	3	41.35556551
OE21_OESOPHAGUS	TRUE	bortezumib	TRUE	0.75527632	0.018056914	0.018534048	7.163323263	8.520575479	100	0.440036769	-4.80E-08	0	3	55.42171808	0.882890067	0.014523584	0.014682384	19.45212131	6.941770073	72.81907598	0.306289514	0	0.254139035	3	32.25894548
