CCLE_ID,Lineage,GDSC_MSI,CCLE_MSI,DRIVE_WRN_D2,CRISPR_WRN_CERES,avg_WRN_dep,is_WRN_dep,TP53_status,common_MSI_lineage,ms_deletions_normed,frac_deletions_in_ms_regions,MMR_loss,MMR_loss_gene,MLH1_damaging_mut,MLH1_unexpressed,MLH1_deletion,MLH1_loss,MSH2_damaging_mut,MSH2_unexpressed,MSH2_deletion,MSH2_loss,MSH6_damaging_mut,MSH6_unexpressed,MSH6_deletion,MSH6_loss,PMS2_damaging_mut,PMS2_unexpressed,PMS2_deletion,PMS2_loss,MSH2_RPPA_low,MSH6_RPPA_low,any_MMR_mut,POLE_damaging_mut,POLE_hotspot_mut,POLE_other_mut,Comments
TGBC11TKB_STOMACH,gastric,MSI-H,MSI,NA,NA,NaN,NA,TP53_null,TRUE,22478.38443,0.760278755,FALSE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
OVK18_OVARY,ovary,MSI-H,MSI,NA,-0.810156564,-0.810156564,TRUE,TP53_proficient,TRUE,20059.5667,0.767629308,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SNU520_STOMACH,gastric,NA,MSI,NA,NA,NaN,NA,TP53_proficient,TRUE,24552.01392,0.767920822,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
SNUC5_LARGE_INTESTINE,colorectal,MSI-H,MSI,NA,NA,NaN,NA,TP53_null,TRUE,25279.99735,0.774159452,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
SNUC4_LARGE_INTESTINE,colorectal,NA,MSI,-1.775366202,NA,-1.775366202,TRUE,TP53_proficient,TRUE,26365.6409,0.783671949,TRUE,multiple,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,leukemia,MSI-H,MSI,NA,NA,NaN,NA,TP53_proficient,FALSE,6813.594981,0.623096172,TRUE,PMS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
HCT15_LARGE_INTESTINE,colorectal,MSI-H,MSI,0.020317842,NA,0.020317842,FALSE,TP53_null,TRUE,17143.57385,0.752579014,TRUE,MSH6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"HCT15 and DLD1 are reported to be derived from the same specimen, however our NGS reports DLD-1 as indeterminate and HCT-15 as MSI."
CCK81_LARGE_INTESTINE,colorectal,MSI-H,MSI,-1.008250906,-0.532735061,-0.770492983,TRUE,TP53_proficient,TRUE,38325.30674,0.82341708,FALSE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
RL952_ENDOMETRIUM,endometrium,MSI-H,MSI,NA,NA,NaN,NA,TP53_proficient,TRUE,23216.19359,0.7884665,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
MFE319_ENDOMETRIUM,endometrium,MSI-H,MSI,0.101299681,-0.500753968,-0.199727144,FALSE,TP53_null,TRUE,23555.30297,0.787440053,TRUE,multiple,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
MFE296_ENDOMETRIUM,endometrium,MSI-H,MSI,-0.738789961,NA,-0.738789961,TRUE,TP53_null,TRUE,15871.13207,0.750418341,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
HEC108_ENDOMETRIUM,endometrium,NA,MSI,NA,NA,NaN,NA,TP53_proficient,TRUE,32674.31662,0.781332435,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,
HEC265_ENDOMETRIUM,endometrium,NA,MSI,-1.49243028,NA,-1.49243028,TRUE,TP53_proficient,TRUE,22909.23303,0.762158771,TRUE,MLH1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
HEC6_ENDOMETRIUM,endometrium,NA,MSI,NA,-1.096147094,-1.096147094,TRUE,TP53_proficient,TRUE,29014.20254,0.776764791,TRUE,multiple,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,
SKOV3_OVARY,ovary,MSI-H,MSI,NA,-0.145767929,-0.145767929,FALSE,TP53_null,TRUE,7640.575026,0.63198799,TRUE,MLH1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
HCC1569_BREAST,breast,MSI-H,MSI,NA,NA,NaN,NA,TP53_null,FALSE,14360.48843,0.672458703,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
JHUEM1_ENDOMETRIUM,endometrium,NA,MSI,NA,-0.674508924,-0.674508924,TRUE,TP53_proficient,TRUE,15832.09235,0.759355221,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma,MSI-H,MSI,NA,NA,NaN,NA,TP53_null,FALSE,13677.48272,0.720883003,TRUE,multiple,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
FTC238_THYROID,thyroid,NA,MSI,NA,NA,NaN,NA,TP53_null,FALSE,7588.720588,0.658268268,TRUE,MSH6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
GP2D_LARGE_INTESTINE,colorectal,NA,MSI,-0.520889602,NA,-0.520889602,TRUE,TP53_proficient,TRUE,31020.32074,0.845587468,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,endometrium,NA,MSI,-1.826026237,NA,-1.826026237,TRUE,TP53_proficient,TRUE,18786.57414,0.764662053,FALSE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,
SNU349_KIDNEY,kidney,NA,MSI,-0.006223381,0.097756804,0.045766711,FALSE,TP53_proficient,FALSE,13098.60811,0.698258657,TRUE,MLH1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
COLO684_ENDOMETRIUM,endometrium,MSI-H,MSI,NA,NA,NaN,NA,TP53_null,TRUE,12948.82163,0.722256827,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
SNU1040_LARGE_INTESTINE,colorectal,MSS/MSI-L,MSI,NA,NA,NaN,NA,TP53_proficient,TRUE,25956.46248,0.77742801,TRUE,MLH1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
SNU175_LARGE_INTESTINE,colorectal,MSI-H,MSI,NA,NA,NaN,NA,TP53_null,TRUE,19175.23888,0.747381562,TRUE,multiple,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,
SNU407_LARGE_INTESTINE,colorectal,MSI-H,MSI,-1.801462382,NA,-1.801462382,TRUE,TP53_proficient,TRUE,25052.19039,0.801273563,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,
HEC59_ENDOMETRIUM,endometrium,NA,MSI,NA,-0.618785412,-0.618785412,TRUE,TP53_null,TRUE,30614.30728,0.785724461,TRUE,multiple,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
NCIH1048_LUNG,lung,MSI-H,MSI,0.132597934,-0.017575955,0.05751099,FALSE,TP53_null,FALSE,13294.65654,0.627594212,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,
DV90_LUNG,lung,NA,MSI,NA,NA,NaN,NA,TP53_proficient,FALSE,26258.14236,0.779956839,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SNU1_STOMACH,gastric,MSI-H,MSI,-0.02827776,-0.80179544,-0.4150366,FALSE,TP53_proficient,TRUE,24418.90144,0.788049829,TRUE,MLH1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
RKO_LARGE_INTESTINE,colorectal,MSI-H,MSI,-1.077468528,-0.908924999,-0.993196764,TRUE,TP53_proficient,TRUE,33443.3708,0.765993095,TRUE,multiple,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,leukemia,MSI-H,MSI,-0.091529772,-0.080696783,-0.086113278,FALSE,TP53_proficient,FALSE,11256.85498,0.681244331,TRUE,MLH1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
OC314_OVARY,ovary,MSI-H,MSI,NA,NA,NaN,NA,TP53_null,TRUE,21129.82605,0.770724147,FALSE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,leukemia,MSI-H,MSI,NA,NA,NaN,NA,TP53_proficient,FALSE,18737.70196,0.74722392,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,
COLO704_OVARY,ovary,NA,MSI,NA,NA,NaN,NA,TP53_null,TRUE,12483.14568,0.710675469,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,
EFO27_OVARY,ovary,MSI-H,MSI,NA,-0.395223615,-0.395223615,FALSE,TP53_null,TRUE,18329.29772,0.759461993,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
IGROV1_OVARY,ovary,MSI-H,MSI,NA,NA,NaN,NA,TP53_proficient,TRUE,26387.26519,0.801845184,TRUE,MLH1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
MDAPCA2B_PROSTATE,prostate,NA,MSI,NA,NA,NaN,NA,TP53_proficient,FALSE,16876.02274,0.698597412,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
TOV21G_OVARY,ovary,MSI-H,MSI,NA,-0.744374407,-0.744374407,TRUE,TP53_proficient,TRUE,18859.83551,0.759951527,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
HCT116_LARGE_INTESTINE,colorectal,MSI-H,MSI,-1.570165861,NA,-1.570165861,TRUE,TP53_proficient,TRUE,28657.75973,0.820384746,TRUE,MLH1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
DU145_PROSTATE,prostate,MSI-H,MSI,0.069459108,NA,0.069459108,FALSE,TP53_null,FALSE,13277.46091,0.702142222,TRUE,MLH1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
SKMEL2_SKIN,skin,MSI-H,MSI,0.102046028,NA,0.102046028,FALSE,TP53_null,FALSE,6736.623661,0.620437712,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,leukemia,NA,MSI,-0.251373398,-0.163100569,-0.207236983,FALSE,TP53_null,FALSE,6333.018312,0.618800421,TRUE,PMS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
EN_ENDOMETRIUM,endometrium,MSS/MSI-L,MSI,NA,-0.347906754,-0.347906754,FALSE,TP53_null,TRUE,14722.38006,0.727950448,TRUE,PMS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
LNCAPCLONEFGC_PROSTATE,prostate,MSI-H,MSI,0.033271227,NA,0.033271227,FALSE,TP53_proficient,FALSE,13442.66881,0.712749671,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
LS411N_LARGE_INTESTINE,colorectal,MSI-H,MSI,-2.056003834,NA,-2.056003834,TRUE,TP53_null,TRUE,29690.9568,0.814169795,TRUE,MLH1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
HEC1A_ENDOMETRIUM,endometrium,NA,MSI,-0.021959247,-0.396485846,-0.209222546,FALSE,TP53_null,TRUE,12451.56036,0.68989103,TRUE,multiple,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
JHUEM2_ENDOMETRIUM,endometrium,NA,MSI,NA,NA,NaN,NA,TP53_proficient,TRUE,18259.58558,0.728869517,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
NCIH1155_LUNG,lung,MSS/MSI-L,MSI,NA,NA,NaN,NA,TP53_null,FALSE,5846.618007,0.626188025,TRUE,MSH6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
LOVO_LARGE_INTESTINE,colorectal,MSI-H,MSI,-1.447318945,-0.372934489,-0.910126717,TRUE,TP53_proficient,TRUE,26645.94479,0.818725887,TRUE,MSH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
22RV1_PROSTATE,prostate,MSI-H,MSI,NA,NA,NaN,NA,TP53_proficient,FALSE,23414.59676,0.791607659,TRUE,multiple,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
SW48_LARGE_INTESTINE,colorectal,MSI-H,MSI,-2.049053979,-0.962689084,-1.505871531,TRUE,TP53_proficient,TRUE,28690.55497,0.8120141,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
LS180_LARGE_INTESTINE,colorectal,MSI-H,MSI,-0.901723775,-0.759833407,-0.830778591,TRUE,TP53_proficient,TRUE,30207.99028,0.816898577,FALSE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
DOV13_OVARY,ovary,MSS/MSI-L,MSI,NA,NA,NaN,NA,NA,TRUE,12311.20382,0.673499378,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
NUGC3_STOMACH,gastric,MSI-H,MSI,-0.004580544,-0.469101722,-0.236841133,FALSE,TP53_null,TRUE,13747.10833,0.740529617,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
IM95_STOMACH,gastric,MSS/MSI-L,MSI,-1.274070494,NA,-1.274070494,TRUE,TP53_proficient,TRUE,28464.15632,0.797662265,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
KM12_LARGE_INTESTINE,colorectal,MSI-H,MSI,-1.732738032,-0.955987221,-1.344362627,TRUE,TP53_null,TRUE,26190.59469,0.816755821,TRUE,multiple,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
AN3CA_ENDOMETRIUM,endometrium,MSI-H,MSI,-0.697404702,NA,-0.697404702,TRUE,TP53_null,TRUE,21891.52596,0.789738725,TRUE,MLH1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
